id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36548744,Pet friendly 1 bedroom Northview E Near Airport,174256511,Nicholas,,Northeast,39.98604,-82.93413,Entire home/apt,82,2,75,2022-11-13,1.84,33,365,13,2022-2846
36596947,Anna Paradise listing #1,275084618,Judy,,Northland,40.06568,-82.98274,Private room,34,4,60,2022-12-18,1.43,5,162,11,2019-2310
36623510,"Low-Key, Quiet Neighborhood, Lots of Space!",13587293,Heather & Ross,,Eastmoor/Walnut Ridge,39.9461,-82.93342,Entire home/apt,75,30,35,2021-07-22,0.86,1,0,0,2019-2431
36626866,Luxury Home @ Easton Town Center~2BR/2BA.,68145274,J & L,,Northeast,40.04734,-82.91389,Entire home/apt,149,2,74,2022-06-24,1.93,1,3,15,2019-3094
36728950,Downtown Loft Oasis,4965048,Mathew,,Downtown,39.96428,-82.99778,Entire home/apt,125,1,77,2022-10-02,1.84,8,355,3,2019-2311
36759470,Clean and Cozy 2 BR German Village w/ Amenities!,73093814,Alex,,Near South,39.94808,-82.98771,Entire home/apt,98,1,265,2022-11-26,6.34,2,365,20,2019-2298
36764786,1BD Olde Town East Guesthouse Near Downtown,54769683,Annie,,Near East,39.96048,-82.97343,Entire home/apt,62,1,141,2022-12-05,3.37,14,177,36,2021-2827
36811312,Majestic Mohawk I | German Village | Parking!,10620281,Robert,,Near South,39.94477,-82.9915,Entire home/apt,115,2,133,2022-12-11,3.21,5,177,49,2021-2864
36945757,Anna Paradise listing #2,275084618,Judy,,Northland,40.06522,-82.98184,Private room,32,4,72,2022-10-29,1.73,5,174,20,2019-2310
36977254,Anna Paradise #4,275084618,Judy,,Northland,40.06665,-82.98128,Private room,32,4,50,2022-12-17,1.21,5,175,12,2019-2310
37053393,Wonderbread Factory Loft- Short North_Free Parking,194281106,Nicole,,Near North/University,39.97762,-82.99849,Entire home/apt,142,2,241,2022-12-11,5.84,24,156,76,2021-3032
37053655,Wonderbread Loft - Short North - Free Parking!,194281106,Nicole,,Near North/University,39.97762,-82.99849,Entire home/apt,138,2,262,2022-12-14,6.30,24,173,77,2021-3031
37053853,Short North Industrial  Loft - Free Parking!,194281106,Nicole,,Near North/University,39.97762,-82.99849,Entire home/apt,150,2,232,2022-12-11,5.59,24,175,55,2021-3033
37079534,"Gorgeous 2005 ranch, high end finishes and decor.",33532441,Alex,,Eastmoor/Walnut Ridge,39.94537,-82.92144,Entire home/apt,239,2,28,2022-12-22,0.68,4,288,13,2020-1208
37154893,Italian Village Flat - Short North - Free Parking,194281106,Nicole,,Near North/University,39.98554,-82.99921,Entire home/apt,89,1,264,2022-12-21,6.48,24,139,100,2021-3036
37155054,Modern Flat - Short North - Free Parking,194281106,Nicole,,Near North/University,39.98502,-82.99915,Entire home/apt,88,1,203,2022-12-19,5.01,24,172,73,2021-3035
37159760,PrivateParking/Entrance_OSU/ExpoCentr 7D Renovated,249951812,Jessie,,Near North/University,39.99689,-82.99751,Entire home/apt,77,1,189,2022-11-28,4.56,19,54,48,2021-3136
37347972,Scholars Choice OSU Guesthouse,54100341,Fin,,Clintonville,40.02098,-83.01043,Private room,25,30,6,2022-08-14,0.15,9,326,1,
37357516,"Glenmont Inn-Whole House! Outdoor oasis-Pool,Fire",281456685,Pete,,Clintonville,40.04458,-83.01145,Entire home/apt,1074,2,76,2022-11-27,1.99,1,282,25,2019-2447
37394149,German Village Point,89696876,Eric,,Near South,39.95128,-82.98786,Entire home/apt,92,1,205,2022-12-04,4.95,3,174,50,2019-2679
37430502,3 Bedroom Remodeled Home across from Fairgrounds,245356391,Larry,,South Linden,39.99469,-82.98832,Entire home/apt,132,2,48,2022-11-27,1.19,3,166,13,2019-2479
37485718,Beck Street Retreat,44542513,Brynn,,Near South,39.95138,-82.98464,Entire home/apt,119,1,0,,,1,344,0,2022-3379
37597051,Housepitality-Breath of Fresh Air - House- 3 BR,26958698,Benjamin,,Near South,39.95204,-82.96007,Entire home/apt,183,1,76,2022-05-08,1.86,115,314,5,2021-3612
37857760,Charming Short North Flat ✯ King Bed  & Parking ✯,235497311,Marc (TailwindSTR),,Near North/University,39.98216,-83.00615,Entire home/apt,75,1,240,2022-12-16,5.87,48,88,56,2019-2091
37858782,OSU #1 Great Place!,39662644,Paul,,Near North/University,40.00391,-82.99776,Private room,55,30,3,2021-12-22,0.08,10,250,0,
37928558,Historic North Market Loft—CONVENTION CENTER/ARENA,116400313,Nate,,Downtown,39.97258,-83.00375,Entire home/apt,142,2,76,2022-12-04,1.90,26,79,39,2019-1912
37929298,"small great, deal apartment!",39662644,Paul,,Near North/University,40.0046,-82.99848,Entire home/apt,20,30,0,,,10,210,0,
37929358,OSU #2 Great Place!,39662644,Paul,,Near North/University,40.00387,-82.9983,Private room,55,30,1,2022-04-03,0.11,10,300,1,
37963744,"⚡️ 20% Discount, Cozy Studio w Parking near Campus!",235497311,Marc (TailwindSTR),,Near North/University,39.99581,-83.00572,Entire home/apt,62,1,92,2022-12-03,2.26,48,80,11,2022-2174
37965217,Perfect For Groups & Families-5 Bedroom Cozy Home,287830717,Boris,,Near North/University,40.01164,-83.00203,Entire home/apt,137,2,28,2022-09-25,0.69,13,334,11,2019-2589
37965261,Beautiful & Large 5 Bed/2 Bath-Great For Families,287830717,Boris,,Near North/University,40.01256,-83.00066,Entire home/apt,128,2,28,2022-09-25,0.69,13,341,6,2019-2588
37983932,The Hideaway on 3rd - Harrison West (Short North),13243258,Ally,,Near North/University,39.98389,-83.01703,Entire home/apt,136,2,95,2022-12-24,2.43,1,84,45,2022-1336
37985676,Charming Studio ♥ Walk To Ohio State and High St!,235497311,Marc (TailwindSTR),,Near North/University,39.99658,-83.00402,Entire home/apt,58,1,74,2022-12-18,1.83,48,90,16,2022-2172
37985908,"Comfy Studio Walk to OSU w Free Parking, TV & Desk",235497311,Marc (TailwindSTR),,Near North/University,39.99729,-83.00434,Entire home/apt,65,1,196,2022-12-02,4.83,48,16,47,2022-2178
37987427,Cute Studio Walk To Ohio State and Short North,235497311,Marc (TailwindSTR),,Near North/University,39.99674,-83.00348,Entire home/apt,69,1,139,2022-12-18,3.41,48,85,7,2022-2180
38000925,PrivateParking/Entrance_OSU/ExpoCentr 7A Renovated,249951812,Jessie,,Near North/University,39.99661,-82.9968,Entire home/apt,75,1,165,2022-12-13,4.05,19,111,49,2021-3137
38038497,"Bright, cozy, central 1905 duplex, coffee/tea, W/D",61558276,Jennifer,,Near South,39.93737,-82.98244,Entire home/apt,89,2,78,2022-11-27,2.80,1,71,33,2020-1851
38047463,Pristine Clean and Sanitized Business Paradise,120455802,Norma,,Northland,40.08619,-82.93216,Entire home/apt,181,3,64,2022-10-17,1.58,10,90,16,2019-2731
38064211,"Cozy, clean, and quiet; easy access to everything!",75181106,Michelle,,Clintonville,40.07337,-83.02775,Entire home/apt,101,2,100,2022-12-16,2.57,1,246,45,
38071523,Modern & Large ❤️ 10 Bed / 4 Bath | Host 26 Guests,287830717,Boris,,Near North/University,40.01266,-83.00208,Entire home/apt,367,2,34,2022-11-27,1.72,13,333,23,2019-2588
38073577,ARENA ROOM ★ Modern & Comfy - with free PARKING ★,287830717,Boris,,Near North/University,40.01286,-83.00151,Private room,30,1,160,2022-12-24,3.97,13,72,50,2019-2588
38090517,Cozy 2BR Bungalow near DOWNTOWN/Short North,1502816,Mark,,South Linden,39.98183,-82.94965,Entire home/apt,88,1,174,2022-12-04,4.32,4,168,57,2019-1527
38099681,Quaint gem 2 bed heart of a vibrant hip community,256012634,Catherine,,Near South,39.93504,-82.98986,Private room,130,1,6,2022-11-26,0.16,2,43,1,2019-2592
38104535,★ Bright & Relaxing - Cleaned & Sanitized ❤️,287830717,Boris,,Near North/University,40.01152,-83.00181,Private room,30,1,97,2022-12-09,2.41,13,73,28,2019-2588
38104611,"★ Large, Modern & Bright ❤️ CLEANED & SANITIZED!",287830717,Boris,,Near North/University,40.01298,-83.002,Private room,30,1,169,2022-12-23,4.19,13,68,59,2019-2588
38104632,★ Cozy & Comfortable Private Room ❤️ Stay Here!,287830717,Boris,,Near North/University,40.01311,-83.00012,Private room,31,1,138,2022-11-18,3.42,13,71,26,2019-2588
38104661,EDGEWOOD ROOM ★ 2 Beds ★ Comfortable Private Room,287830717,Boris,,Near North/University,40.01176,-83.00187,Private room,30,1,72,2022-12-22,1.79,13,73,29,2019-2588
38105561,Dog Friendly| Fire Pit&Grill |Fenced Backyard |OSU,34950431,Miranda,,Clintonville,40.02938,-83.00117,Entire home/apt,284,2,86,2022-11-13,2.16,3,217,29,2021-2877
38105884,AMHERST ROOM ★ Modern & Spacious with PARKING,287830717,Boris,,Near North/University,40.01288,-83.0007,Private room,30,1,202,2022-12-23,5.03,13,62,60,2019-2589
38105885,"★Bright, Modern & Stylish-Great Value-Ultra Clean!",287830717,Boris,,Near North/University,40.01152,-83.00029,Private room,30,1,129,2022-12-18,3.24,13,64,44,2019-2589
38105887,"CELINA ROOM ★Spacious, Bright & Private Room ❤️",287830717,Boris,,Near North/University,40.0125,-83.00071,Private room,30,1,179,2022-12-02,4.46,13,65,53,2019-2589
38105890,★Comfortable & Cozy Room ❤️ Professionally Cleaned,287830717,Boris,,Near North/University,40.01278,-83.00064,Private room,30,1,114,2022-12-16,2.87,13,73,29,2019-2589
38105891,"EATON ROOM ★ 2 Beds, Great For 2 People ★ Comfy",287830717,Boris,,Near North/University,40.01187,-83.00191,Private room,30,1,105,2022-12-23,2.61,13,73,29,2019-2589
38126005,Spacious Carriage House - Olde Towne /free parking,78005606,Kelly,,Near East,39.96608,-82.97415,Entire home/apt,166,1,48,2022-12-14,1.22,1,131,17,2019-2892
38164775,Huge House w/ balcony in Historical Glen Echo !,22297581,Sushant,,Near North/University,40.01693,-82.99884,Entire home/apt,306,15,15,2020-03-08,0.38,1,175,0,2019-2426
38176454,Housepitality ~ Franklinton Manor - Spacious!,26958698,Benjamin,,Franklinton,39.95817,-83.02598,Entire home/apt,107,1,86,2022-10-24,2.14,115,364,8,2021-3611
38352416,Short North Home/Off Street Parking/ Washer Dryer,291861093,Corey,,Near North/University,39.98639,-83.00242,Entire home/apt,80,2,148,2022-12-04,3.70,2,0,47,2019-2860
38359601,Cozy south campus apartment!,141615095,Stacey,,Near North/University,39.98871,-83.01581,Entire home/apt,71,1,320,2022-12-11,7.99,3,73,104,2019-2853
38413815,"<Fantastic Space> Close to OSU, Downtown, etc",217660325,Jin,,Near North/University,39.99029,-83.00875,Entire home/apt,886,2,24,2022-11-28,0.61,54,326,5,2022-1123
38437430,The SoHo Patio Loft—CONVENTION CENTER/SHORT NORTH,116400313,Nate,,Near North/University,39.97467,-83.00347,Entire home/apt,120,2,69,2022-11-22,1.73,26,65,32,2021-2795
38449063,Freshly Updated 4 bed home w/ back yard and deck,67826667,Jordan,,West Scioto,39.98221,-83.08918,Entire home/apt,139,2,165,2022-12-26,4.15,7,336,45,2022-2840
38462075,Art House Retreat,293243989,Susan,,Clintonville,40.0722,-83.00644,Entire home/apt,299,2,45,2022-12-27,1.23,1,175,14,2021-2422
38511801,"Cute,Cozy, and Spacious Basement Living Area",60821700,Kyle,,Clintonville,40.07087,-83.01944,Entire home/apt,85,30,11,2022-12-02,0.29,1,235,2,
38646422,A Quaint and Quiet Retreat...,288243645,Lisa,,Northwest,40.07791,-83.09781,Private room,33,30,7,2022-10-31,0.24,3,325,2,2019-3177
38648313,Enchanting  and Charming,288243645,Lisa,,Northwest,40.07641,-83.09752,Private room,27,30,6,2022-11-30,0.16,3,234,1,2019-3177
38702270,SONE'S PLACE ROOM A,141210967,Grace,,Northland,40.0961,-82.95005,Private room,35,30,1,2022-10-24,0.45,3,330,1,Exempt
38844148,Modern & Comfortable Home Near Downtown Columbus,16958023,James,,Franklinton,39.95268,-83.02902,Entire home/apt,75,1,33,2022-11-26,0.84,1,12,15,2021-2978
38868238,INDEPENDENT 4 Bdr Home Nr Downtown NO CLEANING FEE,297646569,Kirandeep,,Westland,39.95574,-83.1468,Entire home/apt,184,1,234,2022-12-12,5.94,1,152,82,2019-2894
38873962,Entire Townhome Near Goodale Park,73252094,Jason,,Near North/University,39.97366,-83.00978,Entire home/apt,97,30,0,,,1,209,0,
38898749,CorbettHouse BusinessSuite NeilAveVictorianVillage,297899272,Randy,,Near North/University,39.98501,-83.01291,Private room,82,28,23,2022-12-08,0.59,4,174,15,2021-3369
38900550,Corbett House Green Room-Neil Ave VictorianVillage,297899272,Randy,,Near North/University,39.98545,-83.01202,Private room,73,28,41,2022-11-30,1.05,4,158,15,2021-3369
38927976,"German Village Luxury, Charm and Relaxation",100563614,Abraham,,Near South,39.94116,-82.98917,Entire home/apt,124,1,234,2022-12-23,6.09,1,318,58,2019-2815
38930930,Lovely Modern 1 bedroom 2 bath unit !,172603045,Jasmine,,Rocky Fork-Blacklick,40.08323,-82.87405,Entire home/apt,100,1,0,,,1,0,0,2021-1942
39003869,Heart of German Village Haus/Lazelle Townhaus/PetsOK,139332037,Jennifer,,Near South,39.95022,-82.99519,Entire home/apt,112,1,229,2022-12-19,7.80,4,305,86,2021-2307
39038474,"Cozy, comfortable stay @ the Hamilton House!",205607986,Daydria,,South Linden,40.00303,-82.97878,Private room,40,1,33,2020-03-06,0.86,1,66,0,2019-3268
39063726,PrivateParking/Entrance_OSU/ExpoCentr 6E Renovated,249951812,Jessie,,Near North/University,39.99709,-82.99753,Entire home/apt,75,1,164,2022-11-27,4.25,19,106,48,2021-3140
39088000,Short North Bungalow,191089159,William,,Near North/University,39.97603,-83.00257,Entire home/apt,225,1,36,2022-10-22,1.26,1,162,14,2020-1015
39134097,Yellow Bird Suite - near airport and downtown,17620190,Ben & Melissa,,Eastmoor/Walnut Ridge,39.9716,-82.91729,Entire home/apt,70,2,86,2021-12-14,2.33,2,0,0,2019-1815
39165879,💕Pink Print Studio in Heart of Downtown 💕,65045986,Jonniqua,,Downtown,39.95881,-82.99924,Entire home/apt,96,2,83,2022-12-12,2.33,6,152,25,2020-1087
39171253,"Merion Village, German Village VERY Walkable!!!",16528376,Jenean,,Near South,39.93924,-82.98823,Entire home/apt,77,30,26,2021-05-22,0.67,4,0,0,2019-2022
39196136,Large spacious 4 bedroom home that’s relaxing,182667946,Jasmine,,Near East,39.95481,-82.96422,Entire home/apt,300,1,5,2022-11-26,0.70,1,364,5,2022-0572
39198166,Worthington 2 bedroom Townhome!,104699874,Ryan,,Far Northwest,40.1101,-83.05782,Entire home/apt,156,1,142,2022-12-20,3.68,5,173,45,2019-3077
39338442,Gorgeous 4brm/3bath home in Old North,2006852,Jay,,Near North/University,40.01388,-83.0078,Entire home/apt,205,1,60,2022-12-04,1.55,1,358,22,2021-3020
39341198,Charming Loft in Historic German Village,58520005,Evan & Brittany,,Near South,39.95101,-82.98915,Entire home/apt,105,1,194,2022-12-09,5.02,1,159,73,2021-2957
39369196,Cozy City Home/Airport/Entire Place,125418001,Terry,,Northeast,39.98933,-82.92991,Entire home/apt,87,1,277,2022-12-11,7.16,3,338,93,2019-3096
39416332,The Short North Retreat II - Free Private Parking,194281106,Nicole,,Near North/University,39.98173,-83.00412,Entire home/apt,118,1,199,2022-11-26,5.18,24,162,71,2021-3027
39420948,Apartment in the heart of the short north,218781688,Mark,,Near North/University,39.98303,-83.00606,Entire home/apt,129,2,9,2022-11-27,0.97,2,363,9,2019-2758
39508087,Cozy Italian Village House/ 3 free parking spaces,66247630,Trish,,Near North/University,39.98307,-83.0037,Entire home/apt,271,2,33,2022-12-04,0.96,1,144,17,2021-2505
39548469,Columbus Corner Castle,32668461,Brian,,Near North/University,39.99105,-82.99893,Entire home/apt,563,1,45,2022-12-05,1.26,1,94,13,2019-3608
39590575,PrivateParking/Entrance_OSU/ExpoCentr 6A Renovated,249951812,Jessie,,Near North/University,39.99643,-82.99703,Entire home/apt,75,1,131,2022-12-17,3.41,19,112,41,2021-3139
39621898,COMPLETELY UPDATED 4 bed/2 bath home w/ deck+yard,67826667,Jordan,,Northland,40.09904,-82.96886,Entire home/apt,171,2,184,2022-12-23,4.85,7,331,66,2019-3185
39646646,"Close to OSU, Ohio stadium, and downtown Columbus.",304658369,Linda,,Greenlawn/Frank Road,39.90195,-83.05151,Shared room,40,1,0,,,1,0,0,2019-3346
39648072,Dog Friendly| Fenced Backyard| Washer &Dryer |OSU,34950431,Miranda,,Clintonville,40.02193,-83.00117,Entire home/apt,167,2,61,2022-11-13,2.10,3,200,25,2021-2878
39702211,Housepitality ~ The Lilley Pad (Near Downtown!),26958698,Benjamin,,Near East,39.95641,-82.95718,Entire home/apt,133,1,60,2022-12-11,1.56,115,364,3,2021-3427
39732080,"Sweet Home in QUIET area near Airport, CU & DWTN",6358101,Aliza,,Eastmoor/Walnut Ridge,39.95955,-82.92201,Entire home/apt,179,3,57,2022-12-16,1.55,1,155,18,2019-3354
39776708,Heart of Columbus | Close to OSU,8963103,Sarah,,Near North/University,39.98578,-83.00284,Entire home/apt,85,1,148,2022-12-15,3.97,29,32,15,2021-3152
39777007,"◊ASHLEY ROOM◊ Spacious, 1st Floor room, South OSU",217660325,Jin,,Near North/University,39.99088,-83.00823,Private room,44,2,63,2022-11-13,1.70,54,63,20,2022-1123
39778119,"◊AVA Room◊ Large, OSU Medical, DOWNTOWN, Mapfre.",217660325,Jin,,Near North/University,39.99062,-83.00834,Private room,43,2,57,2022-11-13,1.56,54,54,15,2022-1123
39778894,"◊ARIA Room◊ Bright,South of OSU, Downtown, MAPFRE",217660325,Jin,,Near North/University,39.99006,-83.00977,Private room,43,2,53,2022-10-24,1.39,54,63,12,2022-1123
39779208,"◊AVERY Room◊ OSU Medical, DOWNTOWN, Short North",217660325,Jin,,Near North/University,39.99058,-83.00937,Private room,44,2,54,2022-11-14,1.43,54,63,20,2022-1123
39779670,"◊AMELIA Room◊ South OSU, Near Downtown, MAPFRE etc",217660325,Jin,,Near North/University,39.9902,-83.00875,Private room,43,2,61,2022-11-13,1.63,54,61,34,2022-1123
39779822,"◊ANNA Room◊ South OSU, Downtown, Short North, etc.",217660325,Jin,,Near North/University,39.99077,-83.00816,Private room,43,2,69,2022-11-14,1.82,54,61,25,2022-1123
39855489,Quaint Townhouse in Merion Village #2,69289743,Sarah,,Near South,39.92999,-82.99191,Entire home/apt,78,2,51,2022-11-13,1.35,3,173,19,2019-3347
39866148,Townhome - Short North,186024126,Marlee,,Near North/University,39.97621,-83.00897,Entire home/apt,249,1,22,2022-12-11,2.99,1,240,22,2022-1504
39868194,Home on Homecroft,307007694,Eddie,,North Linden,40.01814,-82.9928,Entire home/apt,99,1,106,2022-11-26,2.78,1,175,48,2019-3198
39987327,Spacious & Comfy Home 1 Block from German Village,218759526,Rosaria,,Near South,39.94767,-82.98025,Entire home/apt,73,1,201,2022-12-13,5.42,2,342,56,2019-1940
40029093,The Centurion Newbie,61981933,Tammy,,Near South,39.94596,-82.96118,Entire home/apt,70,2,92,2022-12-26,2.44,2,40,26,2019-3410
40055003,Short North Townhome,138788819,Dustin,,Near North/University,39.97738,-83.00063,Entire home/apt,123,2,79,2022-09-05,2.14,1,15,37,2019-3452
40150903,Almost Bexley Cozy Corner Room 2 Near Airport,25476736,Sara,,Eastmoor/Walnut Ridge,39.9657,-82.92339,Private room,56,1,10,2022-11-28,0.75,3,179,8,2021-2356
40162695,Private Parking_OSU/ExpoCenter Renovated 2story 7C,249951812,Jessie,,Near North/University,39.99484,-82.99777,Entire home/apt,75,1,179,2022-12-04,4.74,19,110,60,2021-3141
40174638,Charming 3BR w/King Bed-Walkable OSU/Short North,310199607,Lauren,,Near North/University,39.98582,-83.01258,Entire home/apt,226,1,136,2022-12-17,3.61,1,65,41,2022-2528
40175552,Sparkling 3BR/Remodeled/Walk to Campus+Short North,310208501,Adam,,Near North/University,39.9936,-83.00121,Entire home/apt,225,1,64,2022-12-04,1.70,1,77,30,2019-3493
40232246,"The Music Box - Comfy, Clean and Centrally Located",136995607,Paige,,Near North/University,40.01577,-83.00362,Entire home/apt,100,1,27,2022-12-20,0.74,1,130,5,2019-3545
40237026,Private Backyard | Chef's Kitchen,8963103,Sarah,,Near North/University,39.98134,-83.00799,Entire home/apt,238,2,58,2022-12-19,1.71,29,246,32,2021-2991
40260123,Short North Studio with off-street parking,71666929,August,,Near North/University,39.98333,-83.00679,Entire home/apt,84,7,86,2022-12-17,2.28,3,303,14,2019-3474
40275467,PrivateParking/Entrance_OSU/ExpoCentr 9D Renovated,249951812,Jessie,,Near North/University,39.99524,-82.99541,Entire home/apt,75,1,128,2022-11-20,3.39,19,116,37,2021-3143
40280234,"Victorian View, Spacious Balconies, Modern Comfort",311158587,Tara,,Near North/University,39.98194122314453,-83.01039123535156,Entire home/apt,147,1,7,2022-12-11,2.21,2,61,7,2022-2125
40347805,"#2 Near Mapfre, OSU, Hospitals, Arenas & Downtown",1395861,Happy To Host,,Near North/University,40.01634,-82.99991,Entire home/apt,167,2,49,2022-11-27,1.35,4,358,22,2019-3519
40370326,Short North Kennels - PUNK SUITE,286705292,Jon,,Near North/University,39.98665,-83.00651,Entire home/apt,218,1,217,2022-12-23,6.16,2,340,78,Exempt
40397893,"#1 Near Mapfre, OSU, Hospitals, Arenas & Downtown",1395861,Happy To Host,,Near North/University,40.01618,-82.99859,Entire home/apt,165,2,36,2022-11-29,1.06,4,266,17,2019-3517
40430589,Private Parking_OSU/ExpoCenter Renovated 2story 9C,249951812,Jessie,,Near North/University,39.99513,-82.99531,Entire home/apt,75,1,145,2022-10-05,4.05,19,115,35,2021-3138
40430828,PrivateParking/Entrance_OSU/ExpoCentr 9E Renovated,249951812,Jessie,,Near North/University,39.99535,-82.9974,Entire home/apt,75,1,143,2022-11-29,3.82,19,116,43,2021-3144
40466026,"Cozy 2BR apt- by major Hospitals, OSU & Dwntwn",239636585,Raimeca,,Eastland/Brice,39.92523,-82.89185,Entire home/apt,110,2,15,2022-11-20,1.30,2,365,15,2021-3361
40468759,House of M.U.S.I.C,16184897,Toya,,Near South,39.95064,-82.97449,Entire home/apt,85,30,21,2021-09-14,0.58,5,0,0,2019-3288
40491301,Shellee's Place,97226662,Shellee,,Near East,39.96602,-82.97068,Entire home/apt,129,2,41,2022-04-04,1.17,1,176,5,2020-1166
40531348,The Short North Retreat III - Free Private Parking,194281106,Nicole,,Near North/University,39.98173,-83.00412,Entire home/apt,106,1,229,2022-12-13,6.19,24,155,100,2021-3028
40565293,"Cozy, Private Room Near Dwntwn & Children’s Hosp",39227328,Chantel,,Near South,39.93239,-82.95513,Private room,34,7,25,2022-10-20,0.68,3,120,1,2019-3510
40567308,"Snug, Private Room Near Downtown & Children’s Hosp",39227328,Chantel,,Near South,39.93208,-82.95443,Private room,30,14,19,2022-11-17,0.52,3,179,4,2019-3510
40567974,Home Away from Home In Quiet Neighborhood,83430852,Chase,,Clintonville,40.06605,-83.01119,Entire home/apt,96,1,155,2022-12-18,4.52,4,353,54,2020-1072
40568031,Perfect for Families & Work - Clean & Spacious 3BR,83430852,Chase,,Clintonville,40.06417,-83.01404,Entire home/apt,106,1,148,2022-12-18,4.27,4,354,52,2020-1068
40707099,The Southern Orchards Cottage - 2 BR,26958698,Benjamin,,Near South,39.93771,-82.9781,Entire home/apt,86,1,36,2022-12-20,1.02,115,346,9,2021-3614
40756696,The Short North Urban Cottage - Private Parking!!!,194281106,Nicole,,Near North/University,39.98267,-82.9972,Entire home/apt,115,2,235,2022-12-05,6.43,24,171,78,2021-3047
40784096,Cali King Bed • Free Parking • Short North • Downtown • Convention Center (Welcome to the Jungle),109117484,Sergio,,Near North/University,39.97589,-83.01057,Entire home/apt,139,1,354,2022-12-21,9.56,10,354,112,2021-2510
40803264,Anderson Estate- Near Downtown- Fast Wi-Fi,14051607,Paul,,Near East,39.95964,-82.96562,Entire home/apt,148,2,85,2022-10-02,2.42,1,360,20,2019-2979
40871398,The Emerald Loft - Free Garage Parking + Washer/Dryer + Gym!,27280979,Jesse,,Franklinton,39.95503,-83.01212,Entire home/apt,149,30,22,2022-05-27,0.60,19,208,1,2019-3538
40895108,Beauty by the airport,316836629,Susan,,Northeast,39.98721,-82.93024,Entire home/apt,90,2,152,2022-11-27,4.33,1,247,40,2020-1091
40937834,Short North 1 Bed Retreat ♥ Walk to Heart of City,235497311,Marc (TailwindSTR),,Near North/University,39.9765,-83.00536,Entire home/apt,60,1,259,2022-11-28,7.05,48,22,86,2019-2094
40952014,Downtown Luxury Apartment on the Columbus Commons,224493353,Dom,,Downtown,39.96037,-83.00077,Entire home/apt,159,2,101,2022-12-10,2.77,19,334,28,2022-6411
41090934,PrivateParking/Entrance_OSU/ExpoCentr 9A Renovated,249951812,Jessie,,Near North/University,39.99529,-82.99595,Entire home/apt,75,1,96,2022-12-04,2.63,19,113,27,2021-3142
41104241,Modern Organic Oasis: Townhome in German Village,10776491,Catherine & Bryan,,Near South,39.94784,-82.99767,Entire home/apt,201,2,91,2022-12-09,2.61,4,156,41,2019-2362
41185893,Maple Oasis,27108786,Jannette,,Northland,40.09591,-82.96131,Entire home/apt,150,2,110,2022-11-13,3.26,3,359,20,2020-1104
41195989,Amazing Apartment in the Heart of Downtown,224493353,Dom,,Downtown,39.95873,-83.00017,Entire home/apt,86,2,148,2022-12-18,4.08,19,335,45,2022-9134
41208199,Entire 2-Unit Duplex in Charming German Village,10776491,Catherine & Bryan,,Near South,39.94709,-82.99655,Entire home/apt,479,2,19,2022-09-04,0.56,4,273,5,2019-2362
41211391,City View Penthouse - Free Garage Parking + Washer/Dryer + Gym!,27280979,Jesse,,Franklinton,39.95684,-83.01122,Entire home/apt,149,30,17,2022-12-12,0.47,19,275,1,2019-3539
41233409,The King's Flat | Free Garage Parking | Washer/Dryer | Fast WiFi | Walkable Location!,27280979,Jesse,,Franklinton,39.95492,-83.01083,Entire home/apt,89,30,12,2022-01-15,0.33,19,303,1,2019-3537
41295649,Beautiful Two Story Home “Home Away From Home”,324405685,Tressa,,Near South,39.94244,-82.97592,Entire home/apt,70,3,17,2022-11-20,0.86,1,180,8,2021-1799
41400755,Cozy North Columbus 10 min from Airport,216909466,Tracy,,North Linden,40.01508,-82.95313,Entire home/apt,175,1,78,2022-11-27,2.26,1,336,32,2020-3928
41434538,The Short North Arches Studio—CONVENTION CTR/ARENA,116400313,Nate,,Near North/University,39.97467,-83.00347,Entire home/apt,118,2,33,2022-11-14,1.08,26,178,16,2021-2791
41510465,The Downtown Designer - Free Garage Parking + Washer/Dryer + Gym!,27280979,Jesse,,Franklinton,39.95649,-83.01069,Entire home/apt,138,30,26,2022-01-10,0.72,19,302,1,2019-3542
41535653,★Luxury King w/Free Parking + WiFi + Washer/Dryer!★,27280979,Jesse,,Franklinton,39.9573,-83.01186,Entire home/apt,119,30,11,2021-01-09,0.31,19,155,0,2019-3541
41555933,Long St Manor,217319476,Karen,,Near East,39.96821,-82.96657,Entire home/apt,96,1,36,2022-10-14,1.02,4,171,10,2019-2519
41598713,River View Flat | Free Garage Parking | 9 Minutes To OSU | Washer/Dryer | Gym!,27280979,Jesse,,Franklinton,39.95709,-83.01055,Entire home/apt,89,30,17,2022-10-08,0.48,19,320,1,2019-3540
41618718,Lux Carriage House—Short North/Convention Center,116400313,Nate,,Near North/University,39.97789,-83.00714,Entire home/apt,223,2,21,2022-10-02,0.77,26,177,10,2021-2796
41630251,"3 bedroom 1.5 bath, luxurious and stately home",290555110,Omolara,,Near South,39.94896,-82.9781,Entire home/apt,125,1,8,2020-07-12,0.24,6,0,0,2020-1258
41791927,Grand Opening Stunner Close to All Things Columbus,16507907,Brian,,Clintonville,40.03089,-83.02337,Entire home/apt,190,2,60,2022-11-22,1.72,2,354,19,2020-1226
